"nama","kode_rs","tempat_tidur","telepon","lat","lon","alamat","tipe","wilayah","propinsi"
"RS JANTUNG JAKARTA","3172755",60,"(021) 29360701",-6.20027,106.855277,"JL. MATRAMAN RAYA NO.23, RT.2/RW.1, PALMERIAM, KEC. MATRAMAN, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13140","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS UMUM MUHAMMADIYAH KALITIDU","3522060",62,"(0353) 511731",-7.12909,111.763906,"JL. RAYA KALITIDU-CEPU NO. 266, KALITIDU, KRAJAN, KALITIDU, KEC. KALITIDU, KABUPATEN BOJONEGORO, JAWA TIMUR 62152","","BOJONEGORO, JAWA TIMUR","JAWA TIMUR"
"RS UMUM MITRA MULIA HUSADA","1805012",45,"(0725) 528803",-4.941456,105.215063,"JL. PROKLAMATOR RAYA NO.162-164, BANDAR JAYA TIM., KEC. TERBANGGI BESAR, KABUPATEN LAMPUNG TENGAH, LAMPUNG 34163","","LAMPUNG TENGAH, LAMPUNG","LAMPUNG"
"RS IBU DAN ANAK BUDHI JAYA","3171286",24,"(021) 8311722",-6.219,106.845,"JL. DR. SAHARDJO 120, JAKSEL","","JAKARTA SELATAN, DKI JAKARTA","DKI JAKARTA"
"RS UMUM DAERAH KEP. MENTAWAI","1301010",48,"",-2.073682,99.602902,"JL. RAYA NO.KM. 9, TUAPEJAT, SIPORA UTARA, KABUPATEN KEPULAUAN MENTAWAI, SUMATERA BARAT 25932","","KEPULAUAN MENTAWAI, SUMATERA BARAT","SUMATERA BARAT"
"RS UMUM OLAHRAGA NASIONAL","3172766",15,"(021) 87753977",-6.3686552,106.890072,"JL. JAMBORE RAYA NO. 1 KELURAHAN CIBUBUR KECAMATAN CIRACAS 13720","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS UMUM DAERAH TAIS KABUPATEN SELUMA","1705018",61,"(0736) 91285",-4.089589,102.59577,"JL.RAYA BENGKULU-MANNA KM.65, DESA SELEBAR, KEC.SELUMA TIMUR, SELEBAR, KEC. SELUMA, BENGKULU, 38878","","SELUMA, BENGKULU","BENGKULU"
"RS UMUM DAERAH MUYANG KUTE REDELONG BENER MERIAH","1117025",149,"0643-7426252",4.69514,96.7494,"JL. SP.TERITIT _ SP.TIGA, REDELONG, SP.EMPAT KUTE KERING, REDELONG","","BENER MERIAH, ACEH","ACEH"
"RS DAERAH AERAMO KABUPATEN NAGEKEO","5318002",45,"0813-5352-0818",-8.581576,121.334072,"DESA AERAMO, KECAMATAN AESESA KABUPATEN NAGEKEO","","NAGEKEO, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS KARTINI","3602012",90,"(0252) 209333",-6.3515218946822,106.26189856735,"JL. SUNAN KALIJAGA NO. 325, BLOK PAPANGGO, CIJORO PASIR, RANGKASBITUNG, LEBAK, BANTEN","","LEBAK, BANTEN","BANTEN"
"RS UMUM KELAS D KOTA PALANGKA RAYA","6271026",35,"",-2.280933,114.013598,"JL. MAHIR MAHAR KM. 18.5 KALAMPANGAN","","MURUNG RAYA, KALIMANTAN TENGAH","KALIMANTAN TENGAH"
"RS UMUM PURI RAHARJA","5171133",90,"(0361) 222013",-8.6493,115.226,"JL. WR SUPRATMAN 14","","KOTA DENPASAR, BALI","BALI"
"RS UMUM DAERAH DR ADNAAN WD","1376015",139,"(0752) 796152",-0.222772,100.639107,"JL. ADE IRMA SURYANI NASUTION NO.20, LABUH BARU, KEC. PAYAKUMBUH UTARA, KOTA PAYAKUMBUH, SUMATERA BARAT 26218","","KOTA PAYAKUMBUH, SUMATERA BARAT","SUMATERA BARAT"
"RS UMUM DAERAH  TANJUNG PRIOK","3175416",36,"(021) 43908923",-6.115843395037,106.88883273807,"JL. BUGIS NO. 03 KEL. KEBON BAWANG KEC. TANJUNG PRIOK","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS IBU DAN ANAK NUR UMMI NUMBI","3578774",36,"(031) 7404391",-7.264509,112.661991,"JL. MANUKAN TENGAH 51 J/ 4-6","","KOTA SURABAYA, JAWA TIMUR","JAWA TIMUR"
"RS UMUM TELAGA BUNDA","1110102",46,"(0644) 324433",5.201743,96.69445,"JL. PEUTUA BANTA 7, GAMPONG BIREUEN MEUNASAH BLANG","","BIREUEN, ACEH","ACEH"
"RS IBU DAN ANAK KHALISHAH","3209053",80,"(0231) 342440",-6.707076,108.433557,"JL. DR. SETIABUDI NO.8, PEGAGAN, KEC. PALIMANAN, CIREBON, JAWA BARAT 45161","","CIREBON, JAWA BARAT","JAWA BARAT"
"RS UMUM MEDIMAS","3274134",46,"(0231) 481165",-6.743127729415,108.5401669046,"JL. EVAKUASI NO. 116 CIREBON","","CIREBON, JAWA BARAT","JAWA BARAT"
"RS BHAYANGKARA LUMAJANG","3508054",83,"(0334) 881646",-8.132907,113.221819,"JL. KAPTEN KYAI ILYAS NO.7, TOMPOKERSAN, KEC. LUMAJANG, KABUPATEN LUMAJANG, JAWA TIMUR 67316","","LUMAJANG, JAWA TIMUR","JAWA TIMUR"
"RS UMUM DAERAH LUBUK SIKAPING","1309011",155,"(0753) 20033",0.14015,100.16788,"JL. JEND. SUDIRMAN NO.33, PAUAH, LUBUK SIKAPING, KABUPATEN PASAMAN, SUMATERA BARAT 26566","","PASAMAN, SUMATERA BARAT","SUMATERA BARAT"
"RS BHAYANGKARA BONDOWOSO","3511012",136,"(0332) 433431",-7.910573,113.822093,"JALAN JEND. POL. S. JUDHODIHARJO NO.12, PURBOSARI, BLINDUNGAN, BONDOWOSO, BONDOWOSO REGENCY, EAST JAVA 68219","","BONDOWOSO, JAWA TIMUR","JAWA TIMUR"
"RS UMUM PURWOGONDO","3305114",74,"(0287) 472588",-7.684108,109.508513,"JL. PURING KM. 8, JL. TAMBAKSARI RAYA, PURWOGONDO, KALIPURWO, KUWARASAN, KABUPATEN KEBUMEN, JAWA TENGAH 54366","","KEBUMEN, JAWA TENGAH","JAWA TENGAH"
"RS FATIMA KETAPANG","6106020",156,"(0534) 32814",-1.8418506039632,109.97858396676,"JL. JEND. SUDIRMAN NO.27 KETAPANG","","KETAPANG, KALIMANTAN BARAT","KALIMANTAN BARAT"
"RS ANANDA","3505035",49,"(0342) 553472",-8.061092,112.062073,"JL. MASTRIP NO. 14 SRENGAT, (DEPAN POLSEK SRENGAT), SRENGAT II, SRENGAT, KEC. SRENGAT, BLITAR, JAWA TIMUR 66152","","BLITAR, JAWA TIMUR","JAWA TIMUR"
"RS UMUM METRO HOSPITALS","3216406",59,"(021) 89831626",-6.299535,107.167354,"JALAN ANGGREK I NO. B2/2 MEKARMUKTI CIKARANG BARU, JL. JABABEKA RAYA, MEKARMUKTI, KEC. CIKARANG UTARA, BEKASI, JAWA BARAT 17530","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS MARYAM CITRA MEDIKA","7305013",50,"(0418) 2312517",-5.4016640760955,119.45032871368,"JL POROS TAKALAR-MAKASSAR KM, KELURAHAN BAJENG, KECAMATAN PATTALLASSANG, KABUPATEN TAKALAR","","TAKALAR, SULAWESI SELATAN","SULAWESI SELATAN"
"RS INSAN PERMATA","3674016",60,"(021) 53121344",-6.235294,106.67389,"JL. BHAYANGKARA 1 NO. 68","","KOTA TANGERANG SELATAN, BANTEN","BANTEN"
"RS IBU DAN ANAK SANTA ANNA","1871443",35,"(0721) 482424",-5.442465,105.267468,"JL.HASANUDDIN NO.27 TELUKBETUNG","","KOTA BANDAR LAMPUNG, LAMPUNG","LAMPUNG"
"RS UMUM ISLAM IBNU SINA","1309022",99,"(0753) 7464015",0.204856,100.137535,"SIMPANG AMPAT, JL. M NATSIR, PASAMAN, 26366","","PASAMAN, SUMATERA BARAT","SUMATERA BARAT"
"RS UMUM GANESHA","5104034",93,"(0361) 4710066",-8.601251,115.263862,"JALAN RAYA CELUK, SUKAWATI, BATUBULAN, GIANYAR, KABUPATEN GIANYAR, BALI 80582","","GIANYAR, BALI","BALI"
"RS UMUM MURNI ASIH","3603175",105,"(021) 5470263",-6.2543516863979,106.60800411311,"JL. RAYA BOJONGNANGKA NO.86 MEDANG, KEC. PAGEDANGAN,   TANGERANG- BANTEN","","TANGERANG, BANTEN","BANTEN"
"RS UMUM PERMATA MEDIKA KEBUMEN","3305023",88,"(0287) 3870779",-7.675444,109.667641,"JL. INDRAKILA NO.17, INDRAKILA, KEBUMEN, KEC. KEBUMEN, KABUPATEN KEBUMEN, JAWA TENGAH 54311","","KEBUMEN, JAWA TENGAH","JAWA TENGAH"
"RS PARU RESPIRA","3471121",26,"(0274) 367326",-7.905535,110.320429,"JL PANEMBAHAN SENOPATI NO 4, PALBAPANG, BANTUL, YOGYAKARTA","","BANTUL, DAERAH ISTIMEWA YOGYAKARTA","DAERAH ISTIMEWA YOGYAKARTA"
"RS IBU DAN ANAK BUNDA SEJAHTERA","3603178",32,"(021) 5925889",-6.154432668921,106.58066301551,"JL.PURI AGUNG NO.3 PONDOK MAKMUR KEL.KUTA BARU KEC.PASAR KEMIS","","TANGERANG, BANTEN","BANTEN"
"RS IBU DAN ANAK PURI GARCIA","3673035",23,"(0254) 223333",-6.099223,106.141073,"JL. GRYA PURNAMA NO. 99, DRANGONG, TAKTAKAN, DRANGONG, KEC. TAKTAKAN, KOTA SERANG, BANTEN 42162","","KOTA SERANG, BANTEN","BANTEN"
"RS UMUM ANNA MEDIKA","3216402",106,"(021) 88882211",-6.222841,107.02194,"JL. PERJUANGAN NO.48, RT.003/RW.003, HARAPAN BARU, KEC. BEKASI UTARA, KOTA BKS, JAWA BARAT 17123","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM DUTA MULYA","3301106",43,"(0280) 621460",-7.295731,108.768032,"JALAN DOKTER WAHIDIN NO.66A, MUKTISARI, SINDANGSARI, KEC. MAJENANG, KABUPATEN CILACAP, JAWA TENGAH 53257","","CILACAP, JAWA TENGAH","JAWA TENGAH"
"RS UMUM RACHMI DEWI","3525099",40,"(031) 3957448",-7.150833,112.613106,"JL. JAWA 79 - 81 PERUM GRESIK KOTA BARU.","","GRESIK, JAWA TIMUR","JAWA TIMUR"
"RS RUMAH INDONESIA SEHAT","3671216",46,"(021) 29660950",-6.294390479432,106.68439610806,"JL. LENGKONG GUDANG TIMUR RAYA NO. 777BSD - TANGERANG SELATAN","","KOTA TANGERANG SELATAN, BANTEN","BANTEN"
"RS IBU DAN ANAK CEMPAKA PUTIH PERMATA","3578767",17,"(031) 8282350",-7.321504,112.714052,"JL. JAMBANGAN KEBON AGUNG NO.8","","KOTA SURABAYA, JAWA TIMUR","JAWA TIMUR"
"RS DAAN MOGOT","3671021",62,"0877-8292-5567",-6.1721190585898,106.63144767273,"JL. DAAN MOGOT NO. 59, KOTA TANGERANG","","TANGERANG, BANTEN","BANTEN"
"RS UMUM DAERAH SURYAH KHAIRUDDIN","1507013",24,"",-1.27088,103.058076,"JL. LINTAS TIMUR  KEC. MERLUNG, KAB. TANJUNG JABUNG BARAT","","TANJUNG JABUNG BARAT, JAMBI","JAMBI"
"RS UMUM BHAKTI YUDHA","3201035",104,"021-7520082",-6.3973,106.806,"JL. RAYA SAWANGAN NO. 2A DEPOK","","KOTA DEPOK, JAWA BARAT","JAWA BARAT"
"RS UMUM BAITURAHIM JAMBI","1571163",99,"(0741) 35165",-1.605953,103.605346,"JALAN PROFESOR, JL. PROF. DR. MOH. YAMIN NO.30, LB. BANDUNG, KEC. JELUTUNG, KOTA JAMBI, JAMBI 36124","","MUARO JAMBI, JAMBI","JAMBI"
"RS MITRA MEDIKA BATANG HARI","1504018",61,"(0743) 21777",-1.693367,103.269504,"JL. GAJAH MADA KEL. TERATAI KEC. MUARA BULIAN","","KOTA JAMBI, JAMBI","JAMBI"
"RS UMUM HARAPAN KELUARGA JABABEKA","3216385",92,"(021) 89840745",-6.299331,107.159706,"JALAN KASUARI RAYA KAV. 1A& 1B, MEKARMUKTI, KEC. CIKARANG UTARA, BEKASI, JAWA BARAT 17530","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM DAERAH DR. ADJIDARMO","3602011",299,"(0252) 5283580",-6.3691,106.283,"JL. IKO JATMIKO NO.1 RANGKASBITUNG","","LEBAK, BANTEN","BANTEN"
"RS UMUM DIRGAHAYU","6472030",262,"(0541) 742161",-0.5021,117.154,"JL. GN. MERBABU NO.62 SAMARINDA","","KOTA SAMARINDA, KALIMANTAN TIMUR","KALIMANTAN TIMUR"
"RS UMUM HARAPAN KELUARGA","3211027",45,"(022) 7796335",-6.9498680290529,107.7629592916,"JL RAYA CIPACING - RANCAEKEK KM 20 JATINANGOR SUMEDANG","","SUMEDANG, JAWA BARAT","JAWA BARAT"
"RS UMUM CIPUTRA MITRA HOSPITAL","6303033",43,"(0511) 6743999",-3.36126,114.629545,"KOMPLEK CITRA LAND JALAN AHMAD YANI KM. 7,8 MANARAP LAMA, PEMURUS DALAM, KEC. KERTAK HANYAR, KOTA BANJARMASIN, KALIMANTAN SELATAN 70654","","KOTA BANJARMASIN, KALIMANTAN SELATAN","KALIMANTAN SELATAN"
"RS UMUM SANTO VINCENTIUS SINGKAWANG","6172113",143,"(0562) 636768",0.90601694367896,108.9865181303,"JL. P. DIPONEGORO 5 SINGKAWANG","","KOTA SINGKAWANG, KALIMANTAN BARAT","KALIMANTAN BARAT"
"RS UMUM DAERAH LIMPUNG","3325039",44,"(0285) 4468362",-7.017135,109.923539,"JALAN DR SOETOMO NO 17 A LIMPUNG 51271","","BATANG, JAWA TENGAH","JAWA TENGAH"
"RS UMUM UNIVERSITAS SUMATERA UTARA","1275913",126,"(061) 8218928",3.567958767568,98.657428314355,"JL DR. T. MANSUR NO. 66","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM LEONA KUPANG","5371058",88,"0811-3818-622",-10.170712,123.627244,"JL. SOVERDI NO.20, OEBUFU, KEC. OEBOBO, KOTA KUPANG, NUSA TENGGARA TIM. 85228","","KOTA KUPANG, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS MUHAMMADIYAH GRESIK","3525088",102,"(031) 3981275",-7.1501728211931,112.65482573715,"JL. KH. KHOLIL 88, KEL. KEMUTERAN, KEC. GRESIK","","GRESIK, JAWA TIMUR","JAWA TIMUR"
"RS UMUM SRI PAMELA","1274034",156,"0621-24748",3.337638,99.16546,"JL JEND SUDIRMAN  NO. 299","","KOTA TEBING TINGGI, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM DAERAH SUNGAI DAREH","1311013",122,"(0754) 40347",-0.951896,101.500149,"JL. LINTAS TENGAH SUMATERA NO.KM. 1, EMPAT KOTO PULAU PUNJUNG, KEC. PULAU PUNJUNG, KABUPATEN DHARMASRAYA, SUMATERA BARAT 27614","","DHARMASRAYA, SUMATERA BARAT","SUMATERA BARAT"
"RS UMUM SIAGA MEDIKA PEMALANG","3327044",209,"(0284) 324777",-6.893352,109.433603,"JL. PERINTIS KEMERDEKAAN NO.1, SAWAH, BEJI, KEC. TAMAN, KABUPATEN PEMALANG, JAWA TENGAH 52361","","PEMALANG, JAWA TENGAH","JAWA TENGAH"
"RS PERMATA PAMULANG","3674004",67,"(021) 74704999",-6.343962,106.719056,"JL RAYA SILIWANGI NO 1A PONDOK BENDA","","KOTA TANGERANG SELATAN, BANTEN","BANTEN"
"RS IBU DAN ANAK ASYIFA DEPOK","3276147",28,"(021) 77883905",-6.393593,106.771321,"JL.RAYA DEPOK - CINERE NO 09, RKP. JAYA BARU, DEPOK","","KOTA DEPOK, JAWA BARAT","JAWA BARAT"
"RS UMUM DAERAH SUKAMARA","6207033",85,"(0532) 26752",-2.7166,111.183,"JL. TJILIK RIWUT KM 5,5 NOMOR 35 SUKAMARA","","SUKAMARA, KALIMANTAN TENGAH","KALIMANTAN TENGAH"
"RS UMUM MELINDA 2","3273543",35,"(022) 4233777",-6.905914,107.598287,"JL. DR. CIPTO NO.1, PASIR KALIKI, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40171","","KOTA BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM IBNU SINA BUKITTINGGI","1375040",151,"(0752) 21185",-0.311468,100.370883,"JL. SUDIRMAN, SAPIRAN, KEC. AUR BIRUGO TIGO BALEH, KOTA BUKITTINGGI, SUMATERA BARAT 26181","","KOTA BUKITTINGGI, SUMATERA BARAT","SUMATERA BARAT"
"RS UMUM MENTENG MITRA AFIA","3173645",46,"(021) 3154050",-6.1870176,106.836191,"JL. KALIPASIR NO.9 JAKARTA PUSAT","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM DAERAH OTANAHA","7502032",91,"0442 822151",0.555393,123.036889,"JL. RAMBUTAN NO. 412 KEL.BULADU, KOTA GORONTALO 96136","","GORONTALO, GORONTALO","GORONTALO"
"RS UMUM PERMATA JONGGOL","3201244",76,"(021) 89931222",-6.437665,107.053824,"JL. RAYA CILEUNGSI - JONGGOL, KM. 1, SUKAMANAH - JONGGOL","","BOGOR, JAWA BARAT","JAWA BARAT"
"RS PKU MUHAMMADIYAH SURABAYA","3578793",44,"(031) 3522980",-7.229866,112.741199,"JL. KH MAS MANSYUR 180-182 SURABAYA","","KOTA SURABAYA, JAWA TIMUR","JAWA TIMUR"
"RS UMUM DELIMA ASIH SISMA MEDIKA","3215100",81,"(0267) 403073",-6.3152,107.316,"JL. WIRASABA NO.54, JOHAR - KARAWANG","","KARAWANG, JAWA BARAT","JAWA BARAT"
"RS IBU DAN ANAK HARAPAN BUNDA BANDUNG","3273541",44,"(022) 7506490",-6.955964,107.66212,"JL. PLUTO RAYA BLOK C MARGAHAYU RAYA, BUAH BATU, KOTA BANDUNG","","BANDUNG, JAWA BARAT","JAWA BARAT"
"RS UMUM PURI MEDIKA","3175374",87,"021-43903355",-6.1291166068917,106.89020871129,"JL. SUNGAI BAMBU 5A TANJUNG PRIOK","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS UMUM GRAHA JUANDA","3275207",90,"(021) 8811832",-6.2520946674876,107.02981224537,"JL. IR. H. JUANDA NO. 326, BEKASI TIMUR","","KOTA BEKASI, JAWA BARAT","JAWA BARAT"
"RS PGI CIKINI","3173062",317,"(021) 38997777",-6.1915545,106.8396597,"JL. RADEN SALEH NO. 40 JAKPUS","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM ANANDA","3216218",157,"(021) 8854338",-6.2496076389942,106.97768664551,"JL. SULTAN AGUNG NO. 173, KEC. MEDAN SATRIA - KOTA BEKASI.","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS BUDIASIH","3604035",75,"(0254) 212484",-6.1362,106.14,"JL. KH SOHARI NO.39 SERANG","","SERANG, BANTEN","BANTEN"
"RS UMUM DUTA INDAH","3175411",42,"(021) 66676188",-6.138023,106.783802,"JL. TELUK GONG RAYA NO. 12 KEL. PEJAGALAN KEC. PENJARINGAN","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS PUPUK KALTIM","6474021",90,"(0548) 41118",0.181196,117.471059,"JL. OXIGEN NO.01, GUNTUNG, BONTANG UTARA, KOTA BONTANG, KALIMANTAN TIMUR 75313","","KOTA BONTANG, KALIMANTAN TIMUR","KALIMANTAN TIMUR"
"RS UMUM DAERAH TOTO KABILA","7504032",185,"(0435) 828761",0.573633,123.100583,"JL.KESEHATAN NO 25,  KEC.TILONGKABILA, KAB.BONE BOLANGO","","BONE BOLANGO, GORONTALO","GORONTALO"
"RS UMUM MUHAMMADIYAH SURYA MELATI","3506047",51,"(0354) 441748",-7.917662,112.069985,"JL. NGADILUWIH WATES DESA NO.KM. 10, NGLETIH TIMUR, NGLETIH, KEC. KANDAT, KEDIRI, JAWA TIMUR 64173","","KEDIRI, JAWA TIMUR","JAWA TIMUR"
"RS UMUM DAERAH BUMIAYU","3329102",92,"(0289) 432347",-7.254452,109.01074,"JL. KH. AHMAD DAHLAN KM.01 BUMIAYU","","BREBES, JAWA TENGAH","JAWA TENGAH"
"RS UMUM  SATYA NEGARA","3175315",92,"(021) 64715200",-6.1375,106.859,"JL. AGUNG UTARA RAYA NO. 1 JAKUT","","JAKARTA UTARA, DKI JAKARTA","DKI JAKARTA"
"RS UMUM JASA KARTINI","3206070",188,"(0265) 331808",-7.3256587,108.2227934,"JL. OTTO ISKANDAR DINATA NO 15","","TASIKMALAYA, JAWA BARAT","JAWA BARAT"
"RS FATIMA PARE-PARE","7372020",148,"(0421) 21847",-4.011452,119.624833,"JL. ILHAM NO.5, MALLUSETASI, KEC. UJUNG, PAREPARE, SULAWESI SELATAN 91114","","KOTA PARE PARE, SULAWESI SELATAN","SULAWESI SELATAN"
"RS UMUM DAERAH CICALENGKA","3204101",71,"(022) 7952202",-6.982339,107.842053,"JL. H. DARHAM NO.35 - CIKOPO, CICALENGKA KAB. BANDUNG","","BANDUNG, JAWA BARAT","JAWA BARAT"
"RS IBU DAN ANAK HUSADA BUNDA","3573097",24,"(0341) 566972",-7.968298,112.622881,"JL. PAHLAWAN TRIP NO.2 MALANG","","MALANG, JAWA TIMUR","JAWA TIMUR"
"RS UMUM ISLAM BOGOR","3201218",111,"(0251) 7558159",-6.5583,106.792,"JL. PERDANA RAYA NO.22, TANAH SAREAL, BOGOR UTARA KOTA BOGOR","","BOGOR, JAWA BARAT","JAWA BARAT"
"RS UMUM PTP II TG SELAMAT","1213024",101,"6623556",3.81546,98.3482,"JL. BESAR BATANG SERANGAN NO. 48 KEC. PADANG TUALANG","","LANGKAT, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM PERMATA CIREBON","3209054",130,"(0231) 8338877",-6.707993,108.534091,"JL. TUPAREV NO.117 CIREBON","","CIREBON, JAWA BARAT","JAWA BARAT"
"RS EMC TANGERANG","3671065",139,"(021) 5575 2575",-6.1844333201253,106.64783906746,"JL. KH. HASYIM ASHARI NO.24 TANGERANG","","TANGERANG, BANTEN","BANTEN"
"RS TIARA","3671214",57,"(021) 29238000",-6.19536,106.614946,"JALAN BERINGIN RAYA NO.3,4,5 KEL.NUSA JAYA. KEC.KARAWACI","","TANGERANG, BANTEN","BANTEN"
"RS UMUM DAERAH CIDERES","3210025",274,"(0233) 661003",-6.7575,108.196,"JL. RAYA CIDERES - KADIPATEN NO. 180 BOJONG CIDERES DAWUAN","","MAJALENGKA, JAWA BARAT","JAWA BARAT"
"RS UMUM MITRA MEDIKA","1275516",122,"",3.538322,98.712115,"JL. K.L. YOS SUDARSO KM 7,5 TANJUNG MULIA,MEDAN","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM DAERAH DR. TENGKU MANSYUR","1272010",112,"0623 - 92089",2.960798,99.805191,"JL MAYJEN SUTOYO NO. 39 TANJUNG BALAI","","KOTA TANJUNG BALAI, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM CIKARANG MEDIKA","3216409",58,"(021) 29568832",-6.252111,107.145,"JL. KH. FUDHOLI NO.78, KARANGASIH, KEC. CIKARANG UTARA, BEKASI, JAWA BARAT 17530","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS UNIVERSITAS INDONESIA","3201256",36,"(021) 50829292",-6.371912,106.829885,"JL. PROF. DR. BAHDER DJOHAN, KAMPUS UNIVERSITAS INDONESIA DEPOK 16424","","KOTA DEPOK, JAWA BARAT","JAWA BARAT"
"RS UMUM PREMIER JATINEGARA","3172206",175,"(021) 1500908",-6.221596,106.8688,"JL. JATINEGARA TIMUR NO.85-87,JAKTIM","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS UMUM DAERAH KABUPATEN KOTABARU","6302014",91,"(0518) 21118",-3.252028,116.214652,"JL. BRIGJEND. H. HASAN BASRI NO.57 KOTABARU","","KOTABARU, KALIMANTAN SELATAN","KALIMANTAN SELATAN"
"RS UMUM MEDIKA DRAMAGA","3201236",107,"(0251) 8308900",-6.57126,106.73966,"JL. RAYA DRAMAGA NO.KM. 7,3, RT.01/RW.06, MARGAJAYA, KEC. BOGOR BAR., BOGOR, JAWA BARAT 16680","","KOTA BOGOR, JAWA BARAT","JAWA BARAT"
"RS UMUM DAERAH PALABUHANRATU","3202040",248,"(0266) 432081",-6.989042,106.557931,"JL. AHMAD YANI NO.2 PALABUHANRATU","","SUKABUMI, JAWA BARAT","JAWA BARAT"
"RS UMUM HERMINA JATINEGARA","3172243",191,"(021) 8191223",-6.220587,106.864977,"JL. JATINEGARA BARAT 126,JAKTIM","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS UMUM RAWA LUMBU","3216174",107,"(021) 82422511",-6.2806,106.999,"JL. DASA DARMA 20-23 BEKASI","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM MITRA KELUARGA BEKASI BARAT","3275094",256,"(021) 8853333",-6.24095,106.99274,"JL. JEND. AHMAD YANI - KAYURINGIN JAYA, BEKASI","","KOTA BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM BUNDA MULIA","3216425",40,"(021) 8900579",-6.270784,107.114895,"JL. IMAM BONJOL NO. 80","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM MEILIA","3201185",207,"(021) 8444444",-6.3762,106.902,"JL. ALTERNATIF CIBUBUR KM. 1, KEL. HARJAMUKTI, CIMANGGIS, KOTA DEPOK","","KOTA DEPOK, JAWA BARAT","JAWA BARAT"
"RS UMUM MM INDRAMAYU","3212054",78,"(0234) 277632",-6.344127,108.323491,"JL. LET.JEND SOEPRAPTO NO. 292 INDRAMAYU","","INDRAMAYU, JAWA BARAT","JAWA BARAT"
"RS UMUM MURNI TEGUH SUDIRMAN JAKARTA","3171768",36,"(021) 57853911",-6.209761,106.819402,"JL. JEND.SUDIRMAN KOMPLEK SAHID CITY NO.86","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS ISLAM LUMAJANG","3508056",72,"(0334) 887999",-8.133975,113.219995,"JL. KYAI MUKSIN NOMOR 19 KELURAHAN TOMPOKERSAN KEC. LUMAJANG KAB. LUMAJANG","","LUMAJANG, JAWA TIMUR","JAWA TIMUR"
"RS IBU DAN ANAK BUNDA ALIYAH","3172748",66,"(021) 86602525",-6.23272,106.896747,"JL. PAHLAWAN REVOLUSI NO. 100 PONDOK BAMBU","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS IBU DAN ANAK KENDANGSARI SURABAYA","3578789",25,"(031) 8437200",-7.325004,112.745358,"JL. RAYA KENDANGSARI NO.38, KENDANGSARI, KEC. TENGGILIS MEJOYO, KOTA SBY, JAWA TIMUR 60292","","KOTA SURABAYA, JAWA TIMUR","JAWA TIMUR"
"RS DINDA","3671207",87,"(021) 55650577",-6.191944,106.591669,"JL. GALUH NO.2, |, KEC. JATIUWUNG, KOTA TANGERANG, BANTEN 15134","","TANGERANG, BANTEN","BANTEN"
"RS UMUM DAERAH KEBAYORAN LAMA","3171803",46,"(021) 27939067",-6.2060819,106.7989944,"JL. JATAYU RW. 001 RT. 012 KELURAHAN KEBAYORAN LAMA SELATAN KECAMATAN KEBAYORAN LAMA","","JAKARTA SELATAN, DKI JAKARTA","DKI JAKARTA"
"RS IBU DAN ANAK MUTIARA BUNDA","3671202",38,"(021) 7301365",-6.229887,106.721349,"JL. DR. CIPTO MANGUNKUSUMO NO.3, KEC. CILEDUG, KOTA TANGERANG-BANTEN","","TANGERANG, BANTEN","BANTEN"
"RS IBU DAN ANAK SOERYA","3515129",23,"(031) 7885011",-7.3521667953069,112.6917959651,"RAYA KALIJATEN 11-15 TAMAN SIDOARJO","","SIDOARJO, JAWA TIMUR","JAWA TIMUR"
